Transaction_ID,Date,Category,Subcategory,Description,Amount,Type,Payment_Method,Merchant,City
TXN01262,2025-04-17,Investments,Stocks,Stocks,9997.71,Expense,Bank Transfer,HDFC Securities,Mumbai
TXN00616,2025-04-18,Freelance,Project Income,Project Income,36737.13,Income,Bank Transfer,Employer,Hyderabad
TXN00696,2025-04-18,Shopping,Electronics,Electronics,643.81,Expense,Bank Transfer,Amazon,Nagpur
TXN00828,2025-04-18,Shopping,Electronics,Electronics,409.78,Expense,Bank Transfer,Croma,Pune
TXN00520,2025-04-19,Food,Groceries,Groceries,883.74,Expense,UPI,Swiggy,Bengaluru
TXN00923,2025-04-19,Food,Food Delivery,Food Delivery,1955.78,Expense,Bank Transfer,Cafe Coffee Day,Pune
TXN01031,2025-04-19,Travel,Flights,Flights,9083.65,Expense,Cash,IRCTC,Mumbai
TXN00573,2025-04-20,Transport,Parking,Parking,967.03,Expense,Cash,Indian Oil,Nagpur
TXN00105,2025-04-21,Bills,Utilities,Utilities,1627.42,Expense,Credit Card,MSEDCL,Nagpur
TXN00400,2025-04-21,Transport,Fuel,Fuel,695.34,Expense,Credit Card,Uber,Delhi
TXN00591,2025-04-21,Shopping,Clothing,Clothing,5879.18,Expense,Credit Card,Croma,Delhi
TXN00311,2025-04-22,Bills,Internet,Internet,2932.2,Expense,Cash,Airtel,Nagpur
TXN00577,2025-04-22,Bonus,Performance Bonus,Performance Bonus,24797.92,Income,Credit Card,Employer,Nagpur
TXN00749,2025-04-22,Education,Course,Course,4699.76,Expense,Cash,Udemy,Mumbai
TXN00933,2025-04-22,Transport,Parking,Parking,537.75,Expense,Cash,HP Petrol,Bengaluru
TXN01184,2025-04-22,Travel,Local Travel,Local Travel,4241.54,Expense,Debit Card,IndiGo,Delhi
TXN00024,2025-04-23,Freelance,Project Income,Project Income,38014.26,Income,Credit Card,Bank,Mumbai
TXN00025,2025-04-23,Interest,Bank Interest,Bank Interest,35766.95,Income,Credit Card,Employer,Bengaluru
TXN00112,2025-04-23,Entertainment,Streaming,Streaming,194.83,Expense,Debit Card,Steam,Bengaluru
TXN00303,2025-04-23,Transport,Parking,Parking,1095.27,Expense,UPI,Ola,Bengaluru
TXN00381,2025-04-23,Freelance,Project Income,Project Income,62998.21,Income,Credit Card,Company Bonus,Hyderabad
TXN00775,2025-04-24,Travel,Hotel,Hotel,1303.18,Expense,Debit Card,IRCTC,Nagpur
TXN01020,2025-04-25,Bills,Electricity,Electricity,382.93,Expense,Credit Card,Jio,Nagpur
TXN01213,2025-04-25,Entertainment,Events,Events,2440.44,Expense,Bank Transfer,Steam,Mumbai
TXN01411,2025-04-25,Salary,Monthly Salary,Monthly Salary,36830.72,Income,Debit Card,Bank,Nagpur
TXN00041,2025-04-26,Shopping,Home,Home,1036.48,Expense,Credit Card,Amazon,Nagpur
TXN00211,2025-04-26,Shopping,Electronics,Electronics,658.23,Expense,Credit Card,Myntra,Pune
TXN00462,2025-04-26,Bills,Internet,Internet,3797.06,Expense,UPI,ACT Fibernet,Pune
TXN00887,2025-04-26,Food,Cafe,Cafe,487.29,Expense,Credit Card,Swiggy,Delhi
TXN00402,2025-04-27,Shopping,Home,Home,348.06,Expense,Debit Card,Croma,Bengaluru
TXN00700,2025-04-27,Entertainment,Movies,Movies,176.64,Expense,Debit Card,Steam,Mumbai
TXN00737,2025-04-27,Salary,Monthly Salary,Monthly Salary,32154.67,Income,Bank Transfer,Employer,Bengaluru
TXN00089,2025-04-28,Transport,Fuel,Fuel,1604.83,Expense,Debit Card,Ola,Nagpur
TXN00685,2025-04-28,Investments,SIP,SIP,19997.81,Expense,Credit Card,HDFC Securities,Mumbai
TXN00992,2025-04-28,Investments,FD,FD,8715.98,Expense,Debit Card,HDFC Securities,Hyderabad
TXN01464,2025-04-28,Transport,Fuel,Fuel,235.94,Expense,Credit Card,Indian Oil,Hyderabad
TXN00181,2025-04-30,Food,Food Delivery,Food Delivery,1593.7,Expense,Debit Card,Zomato,Nagpur
TXN01208,2025-04-30,Travel,Vacation,Vacation,3862.31,Expense,Bank Transfer,IndiGo,Delhi
TXN01480,2025-04-30,Food,Restaurant,Restaurant,1374.72,Expense,Cash,Swiggy,Bengaluru
TXN00229,2025-05-01,Shopping,Personal Care,Personal Care,6387.92,Expense,Cash,Amazon,Bengaluru
TXN00801,2025-05-01,Transport,Parking,Parking,648.52,Expense,Debit Card,Indian Oil,Pune
TXN00955,2025-05-01,Health,Fitness,Fitness,1777.7,Expense,Credit Card,Local Clinic,Bengaluru
TXN00984,2025-05-01,Education,Books,Books,4970.8,Expense,Debit Card,Amazon Books,Hyderabad
TXN00538,2025-05-02,Investments,Stocks,Stocks,14527.88,Expense,UPI,HDFC Securities,Nagpur
TXN01157,2025-05-02,Freelance,Project Income,Project Income,41220.82,Income,Credit Card,Employer,Bengaluru
TXN01286,2025-05-02,Food,Restaurant,Restaurant,1145.24,Expense,Credit Card,Swiggy,Hyderabad
TXN01322,2025-05-02,Food,Groceries,Groceries,937.22,Expense,Credit Card,Swiggy,Delhi
TXN00669,2025-05-03,Salary,Monthly Salary,Monthly Salary,46203.4,Income,Cash,Bank,Nagpur
TXN00751,2025-05-03,Bills,Internet,Internet,2596.35,Expense,UPI,Jio,Mumbai
TXN01098,2025-05-03,Travel,Hotel,Hotel,16502.27,Expense,Bank Transfer,IRCTC,Mumbai
TXN00302,2025-05-04,Food,Food Delivery,Food Delivery,1984.87,Expense,Cash,Zomato,Mumbai
TXN00786,2025-05-06,Shopping,Home,Home,3932.28,Expense,Debit Card,Myntra,Bengaluru
TXN00941,2025-05-06,Shopping,Personal Care,Personal Care,9793.56,Expense,Cash,Flipkart,Nagpur
TXN00413,2025-05-07,Entertainment,Games,Games,495.83,Expense,Credit Card,Steam,Delhi
TXN00720,2025-05-07,Bills,Electricity,Electricity,1422.83,Expense,Cash,Airtel,Mumbai
TXN01056,2025-05-07,Transport,Cab,Cab,735.56,Expense,UPI,Indian Oil,Hyderabad
TXN01280,2025-05-07,Investments,FD,FD,1168.3,Expense,Credit Card,SBI,Delhi
TXN00627,2025-05-08,Food,Cafe,Cafe,179.52,Expense,Debit Card,Zomato,Bengaluru
TXN00667,2025-05-08,Food,Groceries,Groceries,2432.16,Expense,Bank Transfer,Cafe Coffee Day,Bengaluru
TXN01051,2025-05-08,Health,Fitness,Fitness,1349.97,Expense,Credit Card,Cult Fit,Bengaluru
TXN01107,2025-05-08,Transport,Fuel,Fuel,926.15,Expense,Credit Card,HP Petrol,Nagpur
TXN00780,2025-05-09,Salary,Monthly Salary,Monthly Salary,52931.29,Income,Bank Transfer,Freelance Client,Nagpur
TXN00799,2025-05-09,Freelance,Project Income,Project Income,30500.53,Income,Cash,Freelance Client,Delhi
TXN00912,2025-05-09,Freelance,Project Income,Project Income,23028.25,Income,Debit Card,Bank,Delhi
TXN00126,2025-05-10,Bonus,Performance Bonus,Performance Bonus,40341.8,Income,Debit Card,Company Bonus,Mumbai
TXN00225,2025-05-10,Salary,Monthly Salary,Monthly Salary,27347.06,Income,Credit Card,Company Bonus,Mumbai
TXN00791,2025-05-10,Transport,Parking,Parking,170.82,Expense,UPI,Uber,Hyderabad
TXN00990,2025-05-10,Entertainment,Streaming,Streaming,209.81,Expense,Debit Card,BookMyShow,Pune
TXN01027,2025-05-10,Shopping,Personal Care,Personal Care,1211.33,Expense,UPI,Croma,Bengaluru
TXN00677,2025-05-11,Entertainment,Events,Events,833.91,Expense,Cash,Steam,Nagpur
TXN01128,2025-05-11,Freelance,Project Income,Project Income,29426.95,Income,Credit Card,Bank,Mumbai
TXN01384,2025-05-11,Transport,Fuel,Fuel,269.73,Expense,Credit Card,Uber,Nagpur
TXN00313,2025-05-12,Entertainment,Streaming,Streaming,287.53,Expense,Credit Card,Steam,Hyderabad
TXN00794,2025-05-12,Health,Healthcare,Healthcare,4583.45,Expense,UPI,Cult Fit,Hyderabad
TXN01210,2025-05-12,Food,Restaurant,Restaurant,600.34,Expense,Credit Card,Zomato,Nagpur
TXN01316,2025-05-12,Interest,Bank Interest,Bank Interest,32768.75,Income,Credit Card,Bank,Pune
TXN01450,2025-05-12,Transport,Parking,Parking,90.43,Expense,UPI,Uber,Hyderabad
TXN01495,2025-05-12,Bills,Mobile,Mobile,381.0,Expense,Bank Transfer,ACT Fibernet,Bengaluru
TXN00874,2025-05-13,Food,Food Delivery,Food Delivery,523.19,Expense,Credit Card,Cafe Coffee Day,Pune
TXN01039,2025-05-13,Investments,Mutual Fund,Mutual Fund,9764.7,Expense,Debit Card,SBI,Bengaluru
TXN01193,2025-05-14,Transport,Fuel,Fuel,85.76,Expense,Bank Transfer,HP Petrol,Mumbai
TXN01363,2025-05-15,Entertainment,Games,Games,2346.66,Expense,UPI,Spotify,Pune
TXN00629,2025-05-16,Health,Pharmacy,Pharmacy,437.94,Expense,Cash,Cult Fit,Mumbai
TXN00425,2025-05-17,Transport,Parking,Parking,1221.78,Expense,Bank Transfer,Ola,Mumbai
TXN01446,2025-05-17,Bills,Mobile,Mobile,425.23,Expense,Bank Transfer,Jio,Nagpur
TXN01047,2025-05-18,Transport,Fuel,Fuel,245.19,Expense,Cash,Indian Oil,Nagpur
TXN01079,2025-05-18,Transport,Public Transport,Public Transport,889.22,Expense,Credit Card,Ola,Pune
TXN01470,2025-05-18,Entertainment,Games,Games,317.21,Expense,Cash,Steam,Hyderabad
TXN01115,2025-05-19,Entertainment,Streaming,Streaming,1440.28,Expense,Cash,Spotify,Mumbai
TXN01276,2025-05-19,Food,Restaurant,Restaurant,219.9,Expense,Bank Transfer,Swiggy,Pune
TXN00609,2025-05-20,Transport,Public Transport,Public Transport,132.35,Expense,UPI,Indian Oil,Pune
TXN01028,2025-05-20,Food,Food Delivery,Food Delivery,885.22,Expense,UPI,Cafe Coffee Day,Hyderabad
TXN00138,2025-05-21,Shopping,Personal Care,Personal Care,1176.85,Expense,Bank Transfer,Myntra,Nagpur
TXN00645,2025-05-21,Travel,Hotel,Hotel,2157.48,Expense,Bank Transfer,MakeMyTrip,Hyderabad
TXN00882,2025-05-21,Entertainment,Events,Events,180.02,Expense,UPI,Netflix,Pune
TXN00937,2025-05-21,Food,Cafe,Cafe,106.15,Expense,UPI,Swiggy,Bengaluru
TXN01171,2025-05-21,Shopping,Clothing,Clothing,1484.73,Expense,Bank Transfer,Flipkart,Mumbai
TXN01120,2025-05-22,Food,Food Delivery,Food Delivery,1166.92,Expense,Bank Transfer,Swiggy,Delhi
TXN01279,2025-05-22,Shopping,Personal Care,Personal Care,347.2,Expense,UPI,Croma,Mumbai
TXN00078,2025-05-23,Entertainment,Streaming,Streaming,2231.13,Expense,UPI,Spotify,Mumbai
TXN00212,2025-05-23,Food,Restaurant,Restaurant,775.7,Expense,Debit Card,Cafe Coffee Day,Mumbai
TXN00243,2025-05-23,Shopping,Clothing,Clothing,759.8,Expense,UPI,Amazon,Mumbai
TXN00594,2025-05-23,Bills,Mobile,Mobile,348.73,Expense,Cash,MSEDCL,Delhi
TXN01241,2025-05-23,Bonus,Performance Bonus,Performance Bonus,46705.81,Income,Cash,Company Bonus,Nagpur
TXN00250,2025-05-24,Freelance,Project Income,Project Income,28635.74,Income,Cash,Freelance Client,Pune
TXN00744,2025-05-24,Food,Food Delivery,Food Delivery,277.37,Expense,Cash,Zomato,Mumbai
TXN01228,2025-05-24,Salary,Monthly Salary,Monthly Salary,34566.24,Income,Bank Transfer,Bank,Bengaluru
TXN01266,2025-05-24,Salary,Monthly Salary,Monthly Salary,24016.1,Income,UPI,Bank,Bengaluru
TXN01416,2025-05-24,Transport,Parking,Parking,168.47,Expense,Credit Card,Ola,Delhi
TXN00104,2025-05-25,Bills,Internet,Internet,2095.36,Expense,Credit Card,Jio,Bengaluru
TXN00237,2025-05-25,Education,Course,Course,716.28,Expense,UPI,Skill Course,Delhi
TXN01453,2025-05-25,Salary,Monthly Salary,Monthly Salary,41311.02,Income,Debit Card,Employer,Delhi
TXN00152,2025-05-26,Travel,Hotel,Hotel,1256.68,Expense,Bank Transfer,IRCTC,Nagpur
TXN00404,2025-05-27,Food,Food Delivery,Food Delivery,487.18,Expense,Credit Card,Cafe Coffee Day,Bengaluru
TXN00408,2025-05-27,Transport,Fuel,Fuel,1625.43,Expense,Bank Transfer,Uber,Pune
TXN00601,2025-05-27,Transport,Cab,Cab,428.72,Expense,Cash,HP Petrol,Bengaluru
TXN00707,2025-05-27,Transport,Cab,Cab,273.74,Expense,Debit Card,Indian Oil,Hyderabad
TXN00331,2025-05-28,Interest,Bank Interest,Bank Interest,40970.32,Income,Cash,Company Bonus,Delhi
TXN00800,2025-05-28,Health,Fitness,Fitness,413.16,Expense,UPI,Practo,Pune
TXN00300,2025-05-29,Bonus,Performance Bonus,Performance Bonus,30611.29,Income,Bank Transfer,Bank,Bengaluru
TXN00600,2025-05-29,Entertainment,Games,Games,332.28,Expense,UPI,Spotify,Delhi
TXN00904,2025-05-29,Health,Doctor,Doctor,1532.54,Expense,UPI,Practo,Mumbai
TXN00994,2025-05-29,Interest,Bank Interest,Bank Interest,31379.54,Income,Bank Transfer,Bank,Bengaluru
TXN00566,2025-05-30,Food,Groceries,Groceries,1905.7,Expense,Cash,Zomato,Bengaluru
TXN00146,2025-05-31,Food,Cafe,Cafe,792.08,Expense,Credit Card,Cafe Coffee Day,Pune
TXN00486,2025-05-31,Travel,Hotel,Hotel,1272.67,Expense,Debit Card,MakeMyTrip,Pune
TXN00506,2025-05-31,Interest,Bank Interest,Bank Interest,58271.65,Income,Bank Transfer,Company Bonus,Mumbai
TXN00739,2025-05-31,Shopping,Clothing,Clothing,542.37,Expense,Credit Card,Myntra,Bengaluru
TXN00220,2025-06-01,Bills,Electricity,Electricity,327.62,Expense,Credit Card,ACT Fibernet,Bengaluru
TXN00747,2025-06-01,Transport,Cab,Cab,62.82,Expense,Debit Card,Ola,Delhi
TXN01063,2025-06-01,Bills,Electricity,Electricity,965.93,Expense,Cash,Airtel,Bengaluru
TXN01473,2025-06-01,Shopping,Electronics,Electronics,383.8,Expense,Credit Card,Amazon,Pune
TXN00035,2025-06-02,Interest,Bank Interest,Bank Interest,29913.68,Income,Debit Card,Freelance Client,Hyderabad
TXN00859,2025-06-02,Bills,Mobile,Mobile,774.18,Expense,Bank Transfer,ACT Fibernet,Pune
TXN00053,2025-06-03,Health,Pharmacy,Pharmacy,302.17,Expense,Bank Transfer,Apollo Pharmacy,Nagpur
TXN00463,2025-06-03,Food,Groceries,Groceries,203.58,Expense,UPI,Reliance Fresh,Hyderabad
TXN00796,2025-06-03,Investments,Stocks,Stocks,4826.81,Expense,Credit Card,SBI,Nagpur
TXN01218,2025-06-03,Education,Course,Course,1125.24,Expense,UPI,Amazon Books,Nagpur
TXN00393,2025-06-04,Investments,FD,FD,3571.03,Expense,Debit Card,Zerodha,Hyderabad
TXN00459,2025-06-04,Bonus,Performance Bonus,Performance Bonus,40503.99,Income,Cash,Bank,Nagpur
TXN00699,2025-06-04,Education,Learning,Learning,1027.66,Expense,Debit Card,Amazon Books,Delhi
TXN01260,2025-06-04,Salary,Monthly Salary,Monthly Salary,25575.46,Income,Credit Card,Company Bonus,Nagpur
TXN01400,2025-06-05,Bonus,Performance Bonus,Performance Bonus,54110.9,Income,Bank Transfer,Employer,Mumbai
TXN00149,2025-06-07,Education,Learning,Learning,1931.32,Expense,Debit Card,Skill Course,Nagpur
TXN00219,2025-06-08,Travel,Hotel,Hotel,12195.55,Expense,Cash,OYO,Bengaluru
TXN00317,2025-06-08,Bonus,Performance Bonus,Performance Bonus,54924.7,Income,Bank Transfer,Employer,Bengaluru
TXN00909,2025-06-08,Shopping,Clothing,Clothing,3092.4,Expense,Bank Transfer,Amazon,Pune
TXN00036,2025-06-10,Freelance,Project Income,Project Income,38931.75,Income,Debit Card,Employer,Nagpur
TXN00169,2025-06-10,Bills,Internet,Internet,322.75,Expense,Credit Card,Airtel,Pune
TXN01090,2025-06-11,Transport,Fuel,Fuel,88.63,Expense,Bank Transfer,Uber,Pune
TXN01295,2025-06-11,Transport,Parking,Parking,898.46,Expense,Cash,HP Petrol,Pune
TXN00407,2025-06-12,Food,Food Delivery,Food Delivery,411.06,Expense,UPI,Swiggy,Nagpur
TXN01239,2025-06-12,Health,Doctor,Doctor,526.57,Expense,Debit Card,Cult Fit,Nagpur
TXN00898,2025-06-13,Entertainment,Movies,Movies,220.33,Expense,Cash,Spotify,Nagpur
TXN00118,2025-06-14,Entertainment,Streaming,Streaming,439.48,Expense,Bank Transfer,BookMyShow,Pune
TXN00401,2025-06-14,Food,Restaurant,Restaurant,985.77,Expense,Debit Card,Swiggy,Mumbai
TXN00790,2025-06-15,Bills,Internet,Internet,1530.55,Expense,Bank Transfer,ACT Fibernet,Nagpur
TXN01188,2025-06-15,Salary,Monthly Salary,Monthly Salary,32823.54,Income,Debit Card,Employer,Pune
TXN01425,2025-06-15,Investments,FD,FD,5049.63,Expense,Bank Transfer,SBI,Delhi
TXN00842,2025-06-16,Food,Cafe,Cafe,1621.87,Expense,Credit Card,Reliance Fresh,Delhi
TXN01083,2025-06-16,Food,Groceries,Groceries,210.16,Expense,Bank Transfer,Reliance Fresh,Nagpur
TXN00484,2025-06-17,Salary,Monthly Salary,Monthly Salary,34875.85,Income,Bank Transfer,Employer,Delhi
TXN00728,2025-06-17,Salary,Monthly Salary,Monthly Salary,22957.11,Income,Credit Card,Company Bonus,Nagpur
TXN00881,2025-06-17,Shopping,Personal Care,Personal Care,1627.3,Expense,Bank Transfer,Croma,Bengaluru
TXN01082,2025-06-17,Bills,Utilities,Utilities,576.9,Expense,Credit Card,Airtel,Mumbai
TXN01091,2025-06-18,Bills,Utilities,Utilities,1869.4,Expense,Credit Card,ACT Fibernet,Bengaluru
TXN01229,2025-06-18,Shopping,Electronics,Electronics,1290.11,Expense,UPI,Flipkart,Nagpur
TXN00188,2025-06-19,Bonus,Performance Bonus,Performance Bonus,37268.84,Income,Debit Card,Freelance Client,Hyderabad
TXN01344,2025-06-19,Shopping,Personal Care,Personal Care,2011.19,Expense,Credit Card,Croma,Hyderabad
TXN00437,2025-06-20,Food,Groceries,Groceries,1163.22,Expense,Cash,Zomato,Nagpur
TXN00593,2025-06-20,Salary,Monthly Salary,Monthly Salary,61759.21,Income,Debit Card,Bank,Bengaluru
TXN00712,2025-06-20,Health,Pharmacy,Pharmacy,5420.07,Expense,Debit Card,Practo,Delhi
TXN00929,2025-06-20,Salary,Monthly Salary,Monthly Salary,25620.57,Income,Cash,Freelance Client,Bengaluru
TXN01202,2025-06-20,Education,Books,Books,4298.74,Expense,Debit Card,Amazon Books,Nagpur
TXN00161,2025-06-21,Food,Food Delivery,Food Delivery,275.29,Expense,Debit Card,Reliance Fresh,Mumbai
TXN01353,2025-06-21,Transport,Parking,Parking,1538.79,Expense,Bank Transfer,HP Petrol,Delhi
TXN00111,2025-06-22,Food,Groceries,Groceries,393.31,Expense,UPI,Cafe Coffee Day,Bengaluru
TXN00288,2025-06-22,Salary,Monthly Salary,Monthly Salary,25239.8,Income,Bank Transfer,Company Bonus,Bengaluru
TXN00432,2025-06-22,Salary,Monthly Salary,Monthly Salary,55508.69,Income,Debit Card,Bank,Bengaluru
TXN00236,2025-06-24,Travel,Flights,Flights,10215.04,Expense,Credit Card,IndiGo,Pune
TXN00427,2025-06-24,Salary,Monthly Salary,Monthly Salary,42145.27,Income,Cash,Company Bonus,Mumbai
TXN00716,2025-06-24,Food,Groceries,Groceries,308.46,Expense,Debit Card,Reliance Fresh,Mumbai
TXN01259,2025-06-24,Salary,Monthly Salary,Monthly Salary,37980.94,Income,Credit Card,Company Bonus,Bengaluru
TXN01399,2025-06-24,Transport,Public Transport,Public Transport,160.53,Expense,Credit Card,HP Petrol,Mumbai
TXN01412,2025-06-24,Health,Healthcare,Healthcare,3171.23,Expense,Cash,Practo,Mumbai
TXN00184,2025-06-25,Food,Food Delivery,Food Delivery,901.89,Expense,Bank Transfer,Cafe Coffee Day,Hyderabad
TXN00920,2025-06-25,Investments,FD,FD,22576.83,Expense,Credit Card,SBI,Hyderabad
TXN01488,2025-06-25,Interest,Bank Interest,Bank Interest,51251.46,Income,Cash,Company Bonus,Mumbai
TXN00426,2025-06-26,Investments,FD,FD,1452.76,Expense,Credit Card,SBI Mutual Fund,Hyderabad
TXN00519,2025-06-26,Investments,Mutual Fund,Mutual Fund,1391.18,Expense,UPI,SBI Mutual Fund,Delhi
TXN00726,2025-06-26,Salary,Monthly Salary,Monthly Salary,41048.36,Income,Cash,Freelance Client,Nagpur
TXN00824,2025-06-26,Investments,SIP,SIP,6916.26,Expense,UPI,SBI Mutual Fund,Bengaluru
TXN00342,2025-06-27,Salary,Monthly Salary,Monthly Salary,32926.37,Income,Credit Card,Company Bonus,Bengaluru
TXN00919,2025-06-27,Transport,Public Transport,Public Transport,129.56,Expense,Credit Card,Indian Oil,Nagpur
TXN01104,2025-06-27,Freelance,Project Income,Project Income,24154.96,Income,Credit Card,Freelance Client,Bengaluru
TXN01179,2025-06-27,Freelance,Project Income,Project Income,24016.41,Income,Cash,Company Bonus,Delhi
TXN01191,2025-06-27,Transport,Cab,Cab,54.53,Expense,Bank Transfer,Indian Oil,Delhi
TXN00135,2025-06-28,Bills,Utilities,Utilities,332.05,Expense,UPI,Airtel,Nagpur
TXN00370,2025-06-28,Bills,Utilities,Utilities,949.25,Expense,Bank Transfer,ACT Fibernet,Mumbai
TXN00704,2025-06-28,Bills,Electricity,Electricity,358.63,Expense,Bank Transfer,Airtel,Pune
TXN00056,2025-06-29,Entertainment,Streaming,Streaming,1951.69,Expense,Bank Transfer,Steam,Hyderabad
TXN01313,2025-06-29,Food,Food Delivery,Food Delivery,2225.15,Expense,Debit Card,Swiggy,Pune
TXN01441,2025-06-29,Salary,Monthly Salary,Monthly Salary,24066.85,Income,Cash,Bank,Bengaluru
TXN01451,2025-06-29,Investments,FD,FD,10312.91,Expense,UPI,SBI,Pune
TXN00471,2025-06-30,Food,Restaurant,Restaurant,537.57,Expense,Bank Transfer,Cafe Coffee Day,Nagpur
TXN01183,2025-06-30,Salary,Monthly Salary,Monthly Salary,65063.85,Income,Cash,Freelance Client,Nagpur
TXN00552,2025-07-01,Investments,FD,FD,18300.83,Expense,Bank Transfer,SBI,Mumbai
TXN00827,2025-07-01,Shopping,Electronics,Electronics,2674.34,Expense,Credit Card,Croma,Bengaluru
TXN00168,2025-07-02,Bills,Utilities,Utilities,1505.21,Expense,UPI,MSEDCL,Hyderabad
TXN00286,2025-07-02,Bills,Internet,Internet,653.35,Expense,Credit Card,Airtel,Pune
TXN00289,2025-07-02,Freelance,Project Income,Project Income,28948.06,Income,Cash,Bank,Pune
TXN00740,2025-07-02,Freelance,Project Income,Project Income,44353.66,Income,Cash,Employer,Pune
TXN01247,2025-07-02,Travel,Flights,Flights,26147.91,Expense,UPI,OYO,Pune
TXN00860,2025-07-03,Investments,FD,FD,6280.87,Expense,UPI,SBI Mutual Fund,Nagpur
TXN01070,2025-07-03,Investments,FD,FD,1316.4,Expense,Cash,SBI Mutual Fund,Pune
TXN01336,2025-07-03,Shopping,Clothing,Clothing,1114.87,Expense,UPI,Flipkart,Mumbai
TXN01113,2025-07-05,Shopping,Home,Home,654.92,Expense,Cash,Amazon,Mumbai
TXN00584,2025-07-06,Freelance,Project Income,Project Income,37322.42,Income,Debit Card,Bank,Bengaluru
TXN00895,2025-07-06,Investments,Stocks,Stocks,14697.49,Expense,Credit Card,SBI Mutual Fund,Mumbai
TXN00986,2025-07-06,Bills,Internet,Internet,2460.16,Expense,Cash,MSEDCL,Mumbai
TXN01167,2025-07-06,Bills,Mobile,Mobile,4050.02,Expense,Credit Card,Airtel,Nagpur
TXN01372,2025-07-06,Food,Food Delivery,Food Delivery,2256.82,Expense,UPI,Zomato,Hyderabad
TXN00012,2025-07-07,Food,Cafe,Cafe,127.12,Expense,UPI,Swiggy,Nagpur
TXN00512,2025-07-07,Bills,Internet,Internet,462.35,Expense,Cash,ACT Fibernet,Pune
TXN00583,2025-07-07,Entertainment,Events,Events,785.46,Expense,UPI,Steam,Hyderabad
TXN00748,2025-07-08,Freelance,Project Income,Project Income,46643.87,Income,Debit Card,Bank,Mumbai
TXN00894,2025-07-08,Freelance,Project Income,Project Income,33039.03,Income,Credit Card,Employer,Hyderabad
TXN00005,2025-07-09,Freelance,Project Income,Project Income,40113.88,Income,UPI,Company Bonus,Mumbai
TXN00628,2025-07-09,Freelance,Project Income,Project Income,46891.03,Income,Debit Card,Bank,Delhi
TXN00478,2025-07-10,Shopping,Clothing,Clothing,7638.88,Expense,Debit Card,Myntra,Delhi
TXN00734,2025-07-10,Transport,Cab,Cab,129.7,Expense,Debit Card,Indian Oil,Nagpur
TXN00613,2025-07-11,Shopping,Clothing,Clothing,312.96,Expense,Debit Card,Croma,Hyderabad
TXN00614,2025-07-11,Salary,Monthly Salary,Monthly Salary,58338.5,Income,Debit Card,Employer,Hyderabad
TXN00464,2025-07-12,Freelance,Project Income,Project Income,42524.01,Income,Cash,Bank,Hyderabad
TXN00530,2025-07-12,Salary,Monthly Salary,Monthly Salary,25866.23,Income,Debit Card,Company Bonus,Hyderabad
TXN00635,2025-07-12,Health,Fitness,Fitness,6763.48,Expense,Debit Card,Apollo Pharmacy,Nagpur
TXN01068,2025-07-12,Food,Food Delivery,Food Delivery,930.26,Expense,Credit Card,Zomato,Pune
TXN01479,2025-07-12,Food,Groceries,Groceries,869.64,Expense,UPI,Swiggy,Delhi
TXN00140,2025-07-13,Bills,Internet,Internet,2970.8,Expense,Cash,Airtel,Nagpur
TXN00410,2025-07-13,Health,Doctor,Doctor,3358.03,Expense,Debit Card,Apollo Pharmacy,Mumbai
TXN00527,2025-07-14,Entertainment,Movies,Movies,671.05,Expense,Debit Card,Netflix,Hyderabad
TXN00349,2025-07-15,Education,Books,Books,5111.99,Expense,Bank Transfer,Coursera,Bengaluru
TXN00517,2025-07-15,Shopping,Electronics,Electronics,813.13,Expense,Bank Transfer,Myntra,Pune
TXN00702,2025-07-15,Travel,Flights,Flights,16595.95,Expense,Credit Card,IRCTC,Nagpur
TXN01134,2025-07-15,Food,Food Delivery,Food Delivery,249.7,Expense,Cash,Swiggy,Delhi
TXN01290,2025-07-15,Entertainment,Movies,Movies,372.35,Expense,Debit Card,BookMyShow,Hyderabad
TXN01357,2025-07-15,Shopping,Home,Home,505.78,Expense,Cash,Myntra,Bengaluru
TXN01486,2025-07-15,Transport,Cab,Cab,1387.5,Expense,Cash,HP Petrol,Mumbai
TXN00490,2025-07-16,Freelance,Project Income,Project Income,65333.38,Income,Bank Transfer,Company Bonus,Bengaluru
TXN00615,2025-07-16,Interest,Bank Interest,Bank Interest,25998.53,Income,Debit Card,Freelance Client,Delhi
TXN00631,2025-07-16,Shopping,Electronics,Electronics,9892.63,Expense,Bank Transfer,Myntra,Delhi
TXN00028,2025-07-17,Travel,Vacation,Vacation,1669.66,Expense,Debit Card,MakeMyTrip,Delhi
TXN00466,2025-07-18,Investments,SIP,SIP,3858.01,Expense,Cash,SBI Mutual Fund,Pune
TXN00844,2025-07-18,Investments,SIP,SIP,13022.95,Expense,Debit Card,HDFC Securities,Mumbai
TXN00293,2025-07-19,Education,Certification,Certification,8259.44,Expense,Bank Transfer,Skill Course,Bengaluru
TXN01046,2025-07-19,Bills,Mobile,Mobile,489.86,Expense,UPI,Jio,Bengaluru
TXN00355,2025-07-20,Investments,FD,FD,1281.59,Expense,Debit Card,HDFC Securities,Bengaluru
TXN00367,2025-07-20,Entertainment,Movies,Movies,2087.71,Expense,UPI,BookMyShow,Hyderabad
TXN01233,2025-07-20,Health,Doctor,Doctor,4742.15,Expense,Debit Card,Apollo Pharmacy,Hyderabad
